# This is a data table for pyrolite computed using Perple_X.
# Independent variables are temperature and pressure.
# POINTS: 200 200
T(K)           P(bar)         s,J/K/kg       rho,kg/m3      alpha,1/K      cp,J/K/m3      vp,km/s        vs,km/s        h,J/kg        
  4500.00       0.128894E+007   3237.85        5345.67       0.134030E-004  0.678677E+007   13.5989        6.99072       0.183420E+008
  260.000       0.129648E+007   213.412        5719.79       0.419634E-005  0.245446E+007   14.2443        7.80868       0.133444E+008
  281.307       0.129648E+007   249.352        5719.24       0.473208E-005  0.276649E+007   14.2432        7.80761       0.133541E+008
  302.613       0.129648E+007   286.543        5718.64       0.523710E-005  0.306034E+007   14.2420        7.80641       0.133650E+008
  323.920       0.129648E+007   327.843        5717.55       0.570860E-005  0.333400E+007   14.2351        7.79713       0.133778E+008
  345.226       0.129648E+007   366.410        5716.82       0.614559E-005  0.358767E+007   14.2337        7.79570       0.133907E+008
  366.533       0.129648E+007   405.224        5716.05       0.654839E-005  0.382113E+007   14.2321        7.79417       0.134046E+008
  387.839       0.129648E+007   444.062        5715.23       0.691846E-005  0.403530E+007   14.2304        7.79254       0.134192E+008
  409.146       0.129648E+007   482.748        5714.37       0.725778E-005  0.423132E+007   14.2287        7.79083       0.134346E+008
  430.452       0.129648E+007   523.982        5713.00       0.757006E-005  0.441095E+007   14.2211        7.78066       0.134519E+008
  451.759       0.129648E+007   561.984        5712.06       0.785476E-005  0.457471E+007   14.2192        7.77879       0.134687E+008
  473.065       0.129648E+007   599.504        5711.09       0.811552E-005  0.472433E+007   14.2172        7.77685       0.134860E+008
  494.372       0.129648E+007   636.481        5710.09       0.835452E-005  0.486110E+007   14.2152        7.77485       0.135039E+008
  515.678       0.129648E+007   672.872        5709.06       0.857381E-005  0.498622E+007   14.2131        7.77280       0.135223E+008
  536.985       0.129648E+007   708.645        5708.00       0.877527E-005  0.510080E+007   14.2110        7.77069       0.135411E+008
  558.291       0.129648E+007   746.974        5706.40       0.896223E-005  0.520637E+007   14.2026        7.75951       0.135620E+008
  579.598       0.129648E+007   781.468        5705.30       0.913299E-005  0.530280E+007   14.2004        7.75730       0.135817E+008
  600.905       0.129648E+007   815.308        5704.18       0.929060E-005  0.539146E+007   14.1981        7.75505       0.136016E+008
  622.211       0.129648E+007   848.496        5703.04       0.943632E-005  0.547309E+007   14.1958        7.75276       0.136219E+008
  643.518       0.129648E+007   881.035        5701.89       0.957130E-005  0.554836E+007   14.1934        7.75044       0.136425E+008
  664.824       0.129648E+007   916.605        5700.15       0.969783E-005  0.561818E+007   14.1850        7.73908       0.136657E+008
  686.131       0.129648E+007   947.879        5698.97       0.981421E-005  0.568244E+007   14.1825        7.73668       0.136869E+008
  707.437       0.129648E+007   978.535        5697.77       0.992259E-005  0.574196E+007   14.1801        7.73425       0.137082E+008
  728.744       0.129648E+007   1008.59        5696.56       0.100237E-004  0.579719E+007   14.1776        7.73180       0.137298E+008
  750.050       0.129648E+007   1038.05        5695.34       0.101182E-004  0.584849E+007   14.1751        7.72932       0.137516E+008
  771.357       0.129648E+007   1071.27        5693.50       0.102075E-004  0.589631E+007   14.1667        7.71805       0.137768E+008
  792.663       0.129648E+007   1099.60        5692.26       0.102905E-004  0.594075E+007   14.1642        7.71551       0.137989E+008
  813.970       0.129648E+007   1130.23        5690.61       0.103689E-004  0.598222E+007   14.1579        7.70730       0.138236E+008
  835.276       0.129648E+007   1157.48        5689.34       0.104421E-004  0.602095E+007   14.1553        7.70472       0.138461E+008
  856.583       0.129648E+007   1184.22        5688.07       0.105112E-004  0.605718E+007   14.1527        7.70212       0.138687E+008
  877.889       0.129648E+007   1211.65        5686.68       0.105765E-004  0.609110E+007   14.1491        7.69805       0.138925E+008
  899.196       0.129648E+007   1237.86        5685.32       0.106383E-004  0.612292E+007   14.1458        7.69438       0.139158E+008
  920.503       0.129648E+007   1263.43        5684.00       0.106967E-004  0.615280E+007   14.1429        7.69138       0.139391E+008
  941.809       0.129648E+007   1288.26        5682.70       0.107521E-004  0.618091E+007   14.1402        7.68871       0.139622E+008
  963.116       0.129648E+007   1312.65        5681.39       0.108047E-004  0.620737E+007   14.1375        7.68603       0.139854E+008
  984.422       0.129648E+007   1340.45        5679.47       0.108550E-004  0.623211E+007   14.1295        7.67520       0.140124E+008
  1005.73       0.129648E+007   1363.99        5678.16       0.109027E-004  0.625562E+007   14.1268        7.67248       0.140359E+008
  1027.04       0.129648E+007   1387.13        5676.83       0.109482E-004  0.627783E+007   14.1240        7.66974       0.140594E+008
  1048.34       0.129648E+007   1412.29        5675.09       0.109917E-004  0.629865E+007   14.1178        7.66158       0.140855E+008
  1069.65       0.129648E+007   1434.66        5673.76       0.110333E-004  0.631851E+007   14.1150        7.65882       0.141092E+008
  1090.95       0.129648E+007   1456.66        5672.43       0.110731E-004  0.633733E+007   14.1122        7.65604       0.141330E+008
  1112.26       0.129648E+007   1478.30        5671.08       0.111113E-004  0.635518E+007   14.1094        7.65326       0.141568E+008
  1133.57       0.129648E+007   1499.59        5669.74       0.111480E-004  0.637212E+007   14.1066        7.65046       0.141807E+008
  1154.87       0.129648E+007   1523.22        5668.27       0.111833E-004  0.638829E+007   14.1015        7.64417       0.142077E+008
  1176.18       0.129648E+007   1544.11        5666.97       0.112172E-004  0.640366E+007   14.0987        7.64151       0.142320E+008
  1197.49       0.129648E+007   1564.67        5665.67       0.112500E-004  0.641830E+007   14.0959        7.63884       0.142564E+008
  1218.79       0.129648E+007   1584.91        5664.37       0.112816E-004  0.643225E+007   14.0932        7.63616       0.142809E+008
  1240.10       0.129648E+007   1605.79        5663.27       0.113124E-004  0.644589E+007   14.0896        7.63268       0.143066E+008
  1261.41       0.129648E+007   1625.65        5662.02       0.113419E-004  0.645867E+007   14.0866        7.62977       0.143315E+008
  1282.71       0.129648E+007   1644.23        5660.52       0.113703E-004  0.647052E+007   14.0844        7.62772       0.143551E+008
  1304.02       0.129648E+007   1663.38        5659.22       0.113980E-004  0.648214E+007   14.0816        7.62493       0.143799E+008
  1325.33       0.129648E+007   1682.22        5657.91       0.114248E-004  0.649325E+007   14.0787        7.62216       0.144046E+008
  1346.63       0.129648E+007   1701.09        5656.67       0.114510E-004  0.650399E+007   14.0756        7.61919       0.144299E+008
  1367.94       0.129648E+007   1719.28        5655.32       0.114763E-004  0.651414E+007   14.0728        7.61649       0.144545E+008
  1389.25       0.129648E+007   1737.65        5654.07       0.115011E-004  0.652402E+007   14.0697        7.61342       0.144799E+008
  1410.55       0.129648E+007   1755.73        5652.81       0.115251E-004  0.653349E+007   14.0665        7.61038       0.145052E+008
  1431.86       0.129648E+007   1773.54        5651.54       0.115486E-004  0.654259E+007   14.0634        7.60735       0.145305E+008
  1453.17       0.129648E+007   1791.08        5650.26       0.115715E-004  0.655131E+007   14.0603        7.60434       0.145558E+008
  1474.47       0.129648E+007   1808.53        5649.02       0.115939E-004  0.655976E+007   14.0571        7.60119       0.145813E+008
  1495.78       0.129648E+007   1825.91        5647.81       0.116158E-004  0.656794E+007   14.0537        7.59792       0.146072E+008
  1517.09       0.129648E+007   1843.00        5646.59       0.116372E-004  0.657581E+007   14.0504        7.59468       0.146329E+008
  1538.39       0.129648E+007   1859.86        5645.35       0.116581E-004  0.658339E+007   14.0470        7.59145       0.146587E+008
  1559.70       0.129648E+007   1876.47        5644.10       0.116786E-004  0.659067E+007   14.0437        7.58825       0.146844E+008
  1581.01       0.129648E+007   1893.00        5642.89       0.116987E-004  0.659776E+007   14.0403        7.58491       0.147103E+008
  1602.31       0.129648E+007   1909.51        5641.73       0.117185E-004  0.660468E+007   14.0367        7.58140       0.147366E+008
  1623.62       0.129648E+007   1925.76        5640.54       0.117379E-004  0.661134E+007   14.0331        7.57794       0.147628E+008
  1644.92       0.129648E+007   1941.80        5639.35       0.117570E-004  0.661779E+007   14.0296        7.57447       0.147891E+008
  1666.23       0.129648E+007   1957.60        5638.14       0.117757E-004  0.662399E+007   14.0260        7.57105       0.148152E+008
  1687.54       0.129648E+007   1973.33        5636.97       0.117941E-004  0.663006E+007   14.0224        7.56750       0.148416E+008
  1708.84       0.129648E+007   1989.10        5635.86       0.118123E-004  0.663602E+007   14.0185        7.56373       0.148684E+008
  1730.15       0.129648E+007   2004.62        5634.73       0.118302E-004  0.664178E+007   14.0147        7.56001       0.148951E+008
  1751.46       0.129648E+007   2019.97        5633.59       0.118479E-004  0.664737E+007   14.0108        7.55627       0.149218E+008
  1772.76       0.129648E+007   2035.06        5632.43       0.118652E-004  0.665276E+007   14.0071        7.55261       0.149484E+008
  1794.07       0.129648E+007   2050.10        5631.30       0.118824E-004  0.665805E+007   14.0032        7.54882       0.149752E+008
  1815.38       0.129648E+007   2065.23        5630.25       0.118994E-004  0.666329E+007   13.9990        7.54474       0.150025E+008
  1836.68       0.129648E+007   2080.13        5629.18       0.119162E-004  0.666837E+007   13.9949        7.54072       0.150297E+008
  1857.99       0.129648E+007   2094.87        5628.11       0.119328E-004  0.667332E+007   13.9907        7.53668       0.150570E+008
  1879.30       0.129648E+007   2109.36        5627.01       0.119491E-004  0.667809E+007   13.9867        7.53273       0.150840E+008
  1900.60       0.129648E+007   2123.79        5625.93       0.119654E-004  0.668278E+007   13.9825        7.52866       0.151113E+008
  1921.91       0.129648E+007   2138.18        5624.89       0.119814E-004  0.668741E+007   13.9782        7.52445       0.151388E+008
  1943.22       0.129648E+007   2152.72        5623.96       0.119974E-004  0.669206E+007   13.9735        7.51991       0.151669E+008
  1964.52       0.129648E+007   2166.93        5622.96       0.120132E-004  0.669652E+007   13.9690        7.51554       0.151947E+008
  1985.83       0.129648E+007   2181.00        5621.95       0.120289E-004  0.670088E+007   13.9646        7.51116       0.152225E+008
  2007.14       0.129648E+007   2194.80        5620.90       0.120444E-004  0.670507E+007   13.9602        7.50690       0.152501E+008
  2028.44       0.129648E+007   2208.69        5619.94       0.120598E-004  0.670929E+007   13.9555        7.50236       0.152781E+008
  2049.75       0.129648E+007   2222.62        5619.03       0.120751E-004  0.671349E+007   13.9507        7.49758       0.153065E+008
  2071.06       0.129648E+007   2236.13        5618.02       0.120903E-004  0.671747E+007   13.9461        7.49313       0.153343E+008
  2092.36       0.129648E+007   2248.67        5616.68       0.121049E-004  0.672094E+007   13.9426        7.48962       0.153604E+008
  2113.67       0.129648E+007   2260.80        5615.24       0.121193E-004  0.672418E+007   13.9394        7.48645       0.153859E+008
  2134.97       0.129648E+007   2272.82        5613.79       0.121336E-004  0.672734E+007   13.9363        7.48327       0.154115E+008
  2156.28       0.129648E+007   2284.72        5612.34       0.121478E-004  0.673044E+007   13.9331        7.48009       0.154370E+008
  2177.59       0.129648E+007   2296.52        5610.88       0.121618E-004  0.673346E+007   13.9300        7.47692       0.154626E+008
  2198.89       0.129648E+007   2308.21        5609.43       0.121758E-004  0.673641E+007   13.9268        7.47370       0.154882E+008
  2220.20       0.129648E+007   2319.80        5607.98       0.121897E-004  0.673930E+007   13.9236        7.47050       0.155138E+008
